reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.75,266.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.8,271.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.85,272.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.9,273.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.95,274.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.975,277.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.99,286.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.01,2.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.025,7.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.05,12.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.1,14.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.15,15.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.2,15.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.25,16.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.3,18.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.35,18.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.4,19.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.45,20.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.5,21.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.55,22.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.6,24.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.65,25.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.7,27.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.75,27.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.8,27.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.85,28.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.9,30.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.95,38.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.975,48.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,15,quantile,0.99,49.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.01,2.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.025,6.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.05,11.0
