reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.95,17.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.975,21.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.99,24.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.01,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.025,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.05,1.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.1,2.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.15,3.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.2,4.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.25,4.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.3,5.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.35,6.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.4,6.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.45,7.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.5,7.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.55,8.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.6,8.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.65,9.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.7,10.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.75,10.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.8,12.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.85,13.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.9,14.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.95,16.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.975,18.0
2026-05-16,wk inc covid hosp,0,2026-05-16,16,quantile,0.99,20.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.01,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.025,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.05,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.1,5.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.15,8.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.2,12.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.25,14.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.3,17.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.35,19.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.4,22.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.45,23.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.5,26.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.55,28.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.6,30.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.65,32.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.7,35.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.75,37.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.8,40.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.85,43.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.9,48.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.95,55.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.975,60.0
2026-05-16,wk inc covid hosp,0,2026-05-16,17,quantile,0.99,68.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.01,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.025,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.05,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.1,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.15,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.2,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.25,1.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.3,3.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.35,4.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.4,5.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.45,7.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.5,8.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.55,10.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.6,11.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.65,13.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.7,14.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.75,16.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.8,18.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.85,20.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.9,24.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.95,29.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.975,34.0
2026-05-16,wk inc covid hosp,0,2026-05-16,18,quantile,0.99,39.0
2026-05-16,wk inc covid hosp,0,2026-05-16,19,quantile,0.01,0.0
