frames,reward,visited_rooms,learned_transitions
345000000,30907.599054496623,32.0,249.0
346000000,30717.020443868372,32.0,249.0
347000000,30526.44183324012,32.0,249.0
348000000,30335.863222611868,32.0,249.0
349000000,30145.284611983618,32.0,249.0
350000000,29954.706001355364,32.0,249.0
351000000,29764.127390727113,32.0,249.0
352000000,29573.548780098863,32.0,249.0
353000000,29382.97016947061,32.0,249.0
354000000,29192.39155884236,32.0,249.0
355000000,29001.812948214105,32.0,249.0
356000000,28811.234337585855,32.0,249.0
357000000,28620.6557269576,32.0,249.0
358000000,28430.07711632935,32.0,249.0
359000000,28573.68378100723,32.0,249.0
360000000,28779.91496793547,32.0,249.0
361000000,28986.146154863713,32.0,249.0
362000000,29192.377341791955,32.0,249.0
363000000,29398.608528720197,32.0,250.43347549097035
364000000,29604.83971564844,32.0,251.57157619597592
365000000,29811.07090257668,32.0,253.0
366000000,30017.302089504923,32.0,254.0
367000000,30223.533276433165,32.0,254.0
368000000,30429.76446336141,32.0,255.23306584992343
369000000,30635.995650289653,32.0,257.0
370000000,30842.226837217895,32.0,258.82145362158457
371000000,31048.458024146137,32.0,260.1871825942516
372000000,31182.02894354986,32.0,261.86531723561893
373000000,31114.26069037417,32.0,263.0
374000000,31046.49243719848,32.0,264.8041814271255
375000000,30978.724184022794,32.0,265.0
376000000,30910.955930847107,32.0,265.0
377000000,30843.187677671416,32.0,265.0
378000000,30775.41942449573,32.0,265.0
379000000,30707.65117132004,32.0,265.0
380000000,30639.882918144354,32.0,265.0
381000000,30572.114664968663,32.0,265.0
382000000,30504.346411792976,32.0,265.0
383000000,30436.57815861729,32.0,265.0
384000000,30368.8099054416,32.0,265.0
385000000,30301.041652265914,32.0,265.0
386000000,30233.273399090223,32.0,265.0
387000000,30208.8899171272,32.0,265.0
388000000,30226.35496142321,32.0,265.0
389000000,30243.82000571922,32.0,265.0
390000000,30261.28505001523,32.0,265.0
391000000,30278.75009431124,32.0,265.0
392000000,30296.215138607247,32.0,266.0
393000000,30313.68018290326,32.0,266.77172565486904
394000000,30331.145227199268,32.0,267.0
395000000,30348.61027149528,32.0,268.0
396000000,30366.075315791288,32.0,268.9808870861073
397000000,30383.540360087296,32.0,270.0
398000000,30401.005404383308,32.0,271.0
399000000,30418.470448679316,32.0,272.0
400000000,30435.935492975328,32.0,273.0
401000000,30453.400537271336,32.0,273.0
402000000,30470.865581567345,32.0,273.0
403000000,30488.330625863357,32.0,273.74050428250433
404000000,30518.52893301791,32.0,274.7936713027734
405000000,30574.365208550724,32.0,275.0133233026963
406000000,30630.201484083536,32.0,276.0
407000000,30686.037759616345,32.0,277.03566650999676
408000000,30741.874035149158,32.0,278.36665606967046
409000000,30797.71031068197,32.0,279.0
410000000,30853.546586214783,32.0,280.0
411000000,30909.382861747596,32.0,281.0
412000000,30965.219137280408,32.0,282.0
413000000,31021.05541281322,32.0,283.0
414000000,31076.89168834603,32.0,284.0
415000000,31132.727963878842,32.0,285.0
416000000,31188.564239411655,32.0,286.0
417000000,31244.400514944467,32.0,287.0
418000000,31300.23679047728,32.0,288.0
419000000,31356.073066010093,32.0,289.0
420000000,31411.909341542905,32.0,290.0
421000000,31467.745617075714,32.0,291.0
422000000,31407.201600435037,32.0,292.0
423000000,29774.81343142878,32.0,293.0
424000000,28142.425262422523,32.0,293.5254420756201
425000000,26510.037093416267,32.0,295.0
426000000,24877.64892441001,32.0,295.0430717552998
427000000,23245.260755403753,32.0,296.0
428000000,21612.872586397494,32.0,297.0
429000000,19980.484417391235,32.0,298.0
430000000,18348.09624838498,32.0,299.0
431000000,16715.70807937872,32.0,300.0
432000000,15083.319910372462,32.0,301.0
433000000,13450.931741366207,32.0,302.0
434000000,11818.543572359948,32.0,302.3240620222756
435000000,10186.155403353689,32.0,303.0
436000000,8553.767234347433,32.0,304.0
437000000,6921.379065341174,32.0,305.0
438000000,5288.990896334919,32.0,305.62857166029994
439000000,3656.60272732866,32.0,306.71143624715853
440000000,2024.214558322401,32.0,307.72819860512607
441000000,391.82638931614565,32.0,308.63705251930986
442000000,-734.7879005348032,32.0,309.0
443000000,1064.8707734323866,32.0,310.0
444000000,2864.5294473995764,32.0,310.6137170203613
445000000,4664.188121366766,32.0,311.7762443118953
446000000,6463.846795333956,32.0,312.0
447000000,8263.505469301146,32.0,313.0
448000000,10063.164143268335,32.0,313.0
449000000,11862.822817235525,32.0,314.0
450000000,13662.481491202714,32.0,315.0
451000000,15462.140165169905,32.0,315.57115511606327
452000000,17261.798839137093,32.0,316.0
453000000,19061.457513104284,32.0,316.0
454000000,20861.116187071475,32.0,316.0
455000000,22660.774861038662,32.0,316.0
456000000,24460.433535005854,32.0,316.0
457000000,26260.092208973045,32.0,316.0
458000000,28059.750882940232,32.0,316.0
459000000,29859.409556907423,32.0,316.2370920092825
460000000,31535.701652040538,32.0,317.0
461000000,31939.621324852895,32.0,317.0
462000000,32343.54099766525,32.0,317.0
463000000,32747.460670477612,32.0,317.0
464000000,33151.380343289966,32.0,317.0
465000000,33555.30001610232,32.0,317.0
466000000,33959.21968891469,32.0,317.0
467000000,34363.139361727044,32.0,317.0
468000000,34767.0590345394,32.0,317.0
469000000,35170.97870735176,32.0,317.0
470000000,35574.898380164115,32.0,317.0
471000000,35978.81805297647,32.0,317.0
472000000,36382.73772578883,32.0,317.73507630427065
473000000,36786.657398601186,32.0,318.5067874206471
474000000,37190.57707141354,32.0,319.0461446517027
475000000,37594.4967442259,32.0,320.0
476000000,37998.41641703826,32.0,320.95649161956374
477000000,38402.336089850614,32.0,321.0
478000000,38806.25576266297,32.0,322.0
479000000,39210.17543547533,32.0,323.0
480000000,39614.095108287685,32.0,323.0
481000000,40018.01478110005,32.0,323.4056617105625
482000000,40391.91940775101,32.0,324.2010222730717
483000000,40243.11651571744,32.0,325.0
484000000,40094.31362368387,32.0,326.0
485000000,39945.5107316503,32.0,327.0
486000000,39796.70783961673,32.0,328.0
487000000,39647.90494758316,32.0,328.6143306902985
488000000,39499.10205554959,32.0,329.0
489000000,39350.29916351602,32.0,329.0
490000000,39201.49627148245,32.0,329.76458103118347
491000000,39052.69337944888,32.0,330.2792157096457
492000000,38903.89048741531,32.0,331.748480489955
493000000,38755.087595381745,32.0,333.0
494000000,38606.284703348174,32.0,333.58938856312625
495000000,38457.4818113146,32.0,334.03024849144
496000000,38308.67891928103,32.0,335.0
497000000,38159.87602724746,32.0,335.77479070538504
498000000,38011.07313521389,32.0,337.13950145330466
499000000,37862.270243180326,32.0,338.0
500000000,37713.467351146755,32.0,338.0
501000000,37564.664459113184,32.0,339.0
502000000,37415.86156707961,32.0,339.0
503000000,37267.05867504604,32.0,339.0
504000000,37118.25578301247,32.0,340.5234807850996
505000000,36969.45289097891,32.0,341.36362230697864
506000000,36820.64999894534,32.0,343.0
507000000,36671.847106911766,32.0,343.0
